,name,title_english,title_japanese,type,source,producers,genre,studio,episodes,duration,rating,score,scored_by,rank,popularity,favorites,broadcast,premiered_season,premiered_year
5922,Gyakkyou Burai Kaiji: Hakairoku-hen,Kaiji: Against All Rules,逆境無頼カイジ 破戒録篇,TV,Manga,VAP,Seinen,Madhouse,26.0,24 min per ep,R - 17+ (violence & profanity),8.27,52699.0,275.0,1007.0,1410.0,Unknown,Spring,2011
5924,The iDOLM@STER,THE IDOLM@STER,アイドルマスター,TV,Game,Aniplex,Comedy,A-1 Pictures,25.0,24 min per ep,PG-13 - Teens 13 or older,7.7,37890.0,1123.0,901.0,1474.0,Fridays at 01:25 (JST),Summer,2011
5926,Manga Nippon Mukashibanashi,Manga Japan Old Banashi,まんが日本昔ばなし,TV,Unknown,Group TAC,Historical,,12.0,25 min per ep,G - All Ages,6.04,67.0,7604.0,11088.0,0.0,Unknown,Winter,1975
5936,Sengoku Otome: Momoiro Paradox,Battle Girls: Time Paradox,戦国乙女～桃色パラドックス～,TV,Game,,Super Power,TMS Entertainment,13.0,23 min per ep,R+ - Mild Nudity,6.66,13435.0,5078.0,2137.0,58.0,Unknown,Spring,2011
5939,Uta no☆Prince-sama♪ Maji Love 1000%,Uta no Prince Sama,うたの☆プリンスさまっ♪ マジLOVE1000%,TV,Visual novel,Starchild Records,Romance,A-1 Pictures,13.0,25 min per ep,PG-13 - Teens 13 or older,7.28,67014.0,2562.0,700.0,1674.0,Unknown,Summer,2011
5944,Bakugan Battle Brawlers: Mechtanium Surge,Bakugan: Mechtanium Surge,爆丸バトルブローラーズ Mechtanium Surge,TV,Unknown,,Action,TMS Entertainment,46.0,24 min per ep,G - All Ages,6.26,9545.0,6796.0,3090.0,24.0,Unknown,Winter,2011
5947,Last Exile: Ginyoku no Fam,"Last Exile: Fam, the Silver Wing",ラストエグザイル-銀翼のファム-,TV,Original,CBC,Adventure,Gonzo,21.0,24 min per ep,PG-13 - Teens 13 or older,7.13,12444.0,3158.0,2115.0,79.0,Saturdays at 02:00 (JST),Fall,2011
5950,Ring ni Kakero 1: Sekai Taikai-hen,Kake the ring 1 World Tournament,リングにかけろ1 世界大会編,TV,Manga,,Sports,Toei Animation,6.0,24 min per ep,PG-13 - Teens 13 or older,6.79,192.0,4488.0,9222.0,13.0,Unknown,Spring,2011
5953,Suzy's Zoo: Daisuki! Witzy,I like Suzy's Zoo!Witsui,Suzy's Zoo だいすき！ウィッツィー,TV,Other,TBS,Kids,Digital Media Lab,25.0,2 min per ep,G - All Ages,6.27,161.0,6787.0,10339.0,1.0,Unknown,Spring,2011
5959,Jinrui wa Suitai Shimashita,Humanity Has Declined,人類は衰退しました,TV,Light novel,Sotsu,Fantasy,AIC A.S.T.A.,12.0,23 min per ep,PG-13 - Teens 13 or older,7.85,43122.0,803.0,757.0,1706.0,Unknown,Summer,2012
5965,Metal Fight Beyblade 4D,Beyblade: Metal Fury,メタルファイト ベイブレード 4D,TV,Manga,,Sports,SynergySP,52.0,24 min per ep,PG - Children,6.86,7084.0,4176.0,3613.0,52.0,Sundays at 08:30 (JST),Spring,2011
5966,Kamisama Dolls,Kamisama Dolls,神様ドォルズ,TV,Manga,TV Tokyo,Supernatural,Brain's Base,13.0,24 min per ep,R - 17+ (violence & profanity),7.09,25109.0,3324.0,1527.0,77.0,Unknown,Summer,2011
5969,Shinryaku!? Ika Musume,The Squid Girl 2,侵略!?イカ娘,TV,Manga,TV Tokyo,Comedy,Diomedea,12.0,24 min per ep,PG-13 - Teens 13 or older,7.58,31686.0,1438.0,1453.0,130.0,Unknown,Fall,2011
5970,Natsume Yuujinchou San,Natsume's Book of Friends Season 3,夏目友人帳 参,TV,Manga,Aniplex,Shoujo,Brain's Base,13.0,24 min per ep,PG-13 - Teens 13 or older,8.64,73880.0,64.0,624.0,1043.0,Tuesdays at 01:30 (JST),Summer,2011
5977,Ben-To,Ben-To,ベン・トー,TV,Light novel,Pony Canyon,Martial Arts,David Production,12.0,24 min per ep,PG-13 - Teens 13 or older,7.4,111304.0,2045.0,408.0,919.0,Unknown,Fall,2011
5978,Mashiro-iro Symphony: The Color of Lovers,Mashiroiro Symphony: The Color of Lovers,ましろ色シンフォニー -The color of lovers-,TV,Visual novel,Frontier Works,Harem,Manglobe,12.0,24 min per ep,PG-13 - Teens 13 or older,7.23,53486.0,2738.0,928.0,446.0,Wednesdays at 02:00 (JST),Fall,2011
5994,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,Digimon Fusion,デジモンクロスウォーズ～悪のデスジェネラルと七つの王国～,TV,Original,TV Asahi,Adventure,Toei Animation,24.0,25 min per ep,PG - Children,7.33,8502.0,2341.0,3131.0,40.0,Sundays at 06:30 (JST),Spring,2011
5996,Aquarion Evol,Aquarion Evol,アクエリオンEVOL,TV,Original,Media Factory,Fantasy,Satelight,26.0,24 min per ep,PG-13 - Teens 13 or older,7.24,32892.0,2688.0,1162.0,408.0,Unknown,Winter,2012
5998,Kyoukaisenjou no Horizon,Horizon in the Middle of Nowhere,境界線上のホライゾン,TV,Light novel,Bandai Visual,Sci-Fi,Sunrise,13.0,24 min per ep,PG-13 - Teens 13 or older,7.21,46455.0,2824.0,768.0,773.0,Sundays at 02:58 (JST),Fall,2011
6001,Puu-Neko,Poo-Neko,プ～ねこ,TV,4-koma manga,,Comedy,DLE,11.0,1 min per ep,G - All Ages,5.59,66.0,8747.0,9622.0,0.0,Unknown,Spring,2011
6002,Kimi to Boku.,You and Me.,君と僕。,TV,Manga,TV Tokyo,Romance,J.C.Staff,13.0,24 min per ep,PG-13 - Teens 13 or older,7.79,41557.0,912.0,836.0,1155.0,Unknown,Fall,2011
6015,Blood-C,BLOOD-C,ブラッドシー,TV,Manga,Aniplex,Supernatural,Production I.G,12.0,23 min per ep,R - 17+ (violence & profanity),6.69,78270.0,4914.0,517.0,588.0,Unknown,Summer,2011
6017,Yuru Yuri,YuruYuri: Happy Go Lily,ゆるゆり,TV,Manga,TV Tokyo,Slice of Life,Doga Kobo,12.0,23 min per ep,PG-13 - Teens 13 or older,7.67,100327.0,1201.0,393.0,3801.0,Unknown,Summer,2011
6024,Inazuma Eleven Go,Inazuma Eleven GO,イナズマイレブン Go,TV,Game,TV Tokyo,Sports,OLM,47.0,24 min per ep,G - All Ages,7.18,19271.0,2949.0,2176.0,234.0,Unknown,Spring,2011
6027,Usavich IV,Usavich IV,ウサビッチ IV,TV,Original,,Comedy,Kanaban Graphics,13.0,1 min per ep,PG-13 - Teens 13 or older,6.8,1186.0,4450.0,7267.0,1.0,Unknown,Spring,2011
6031,Working'!!,Wagnaria!!2,ワーキング’！！,TV,4-koma manga,Aniplex,Comedy,A-1 Pictures,13.0,24 min per ep,PG-13 - Teens 13 or older,7.95,100071.0,640.0,546.0,413.0,Unknown,Fall,2011
6032,Duel Masters Victory,Duel Masters Victory,デュエル・マスターズ ビクトリー,TV,Original,Shogakukan Productions,Shounen,,52.0,10 min per ep,PG-13 - Teens 13 or older,6.07,211.0,7507.0,9069.0,1.0,Unknown,Spring,2011
6035,Duel Masters Cross,Duel Masters Cross,デュエル・マスターズ クロス,TV,Original,Shogakukan Music & Digital Entertainment,Comedy,,100.0,10 min per ep,PG-13 - Teens 13 or older,6.56,549.0,5522.0,7908.0,2.0,Unknown,Spring,2008
6039,Fujilog,Fuji Log,フジログ,TV,Unknown,,Comedy,,13.0,4 min per ep,PG-13 - Teens 13 or older,5.88,57.0,8032.0,10840.0,0.0,Unknown,Spring,2011
6042,Hato no Oyome-san,Pigeon Ome,ハトのおよめさん,TV,Unknown,,Comedy,DLE,4.0,1 min per ep,PG-13 - Teens 13 or older,3.83,46.0,11122.0,11643.0,0.0,Unknown,Spring,2011
6043,Genki!! Ekoda-chan,Ekoda -chan,元気!!江古田ちゃん,TV,4-koma manga,,Comedy,DLE,22.0,5 min per ep,PG-13 - Teens 13 or older,5.19,43.0,10977.0,10329.0,0.0,Unknown,Spring,2011
6044,Shuukan Shimakou,Weekly Shimako,週刊シマコー,TV,Unknown,,Comedy,DLE,11.0,3 min per ep,PG-13 - Teens 13 or older,5.31,35.0,12950.0,10809.0,0.0,Unknown,Spring,2011
6051,Yakyuukyou no Uta,Baseball mad poem,野球狂の詩,TV,Manga,Studio Jack,Sports,Nippon Animation,25.0,46 min per ep,PG-13 - Teens 13 or older,6.62,82.0,5286.0,9982.0,0.0,Unknown,Winter,1978
6052,Machine Hayabusa,Machine Hayabusa,マシンハヤブサ,TV,Original,,Shounen,Toei Animation,21.0,23 min per ep,PG-13 - Teens 13 or older,6.23,82.0,6928.0,10476.0,0.0,Fridays at 19:00 (JST),Spring,1976
6055,Kamisama no Memochou,Heaven's Memo Pad,神様のメモ帳,TV,Light novel,Lantis,Mystery,J.C.Staff,12.0,26 min per ep,R - 17+ (violence & profanity),7.62,70878.0,1316.0,541.0,739.0,Saturdays at Unknown,Summer,2011
6057,Ro-Kyu-Bu!,Ro-Kyu-Bu ~ Fast Break!,ロウきゅーぶ!,TV,Light novel,AT-X,Ecchi,Barnum Studio,12.0,24 min per ep,PG-13 - Teens 13 or older,6.95,26692.0,3849.0,1460.0,196.0,Unknown,Summer,2011
6060,C³,C³ - CubexCursedxCurious,シーキューブ,TV,Light novel,Starchild Records,Comedy,Silver Link.,12.0,24 min per ep,R - 17+ (violence & profanity),6.77,61458.0,4544.0,720.0,241.0,Unknown,Fall,2011
6066,Persona 4 the Animation,Persona 4 the Animation,ペルソナ4アニメーション,TV,Game,Aniplex,Adventure,AIC A.S.T.A.,25.0,25 min per ep,PG-13 - Teens 13 or older,7.6,80783.0,1376.0,513.0,1783.0,Unknown,Fall,2011
6075,Rerere no Tensai Bakabon,Lele's genius Bakabon,レレレの天才バカボン,TV,Manga,TV Tokyo,Comedy,Studio Pierrot,24.0,25 min per ep,G - All Ages,6.43,77.0,6081.0,11000.0,1.0,Unknown,Fall,1999
6076,R-15,Ahurujugo,あーるじゅうご,TV,Light novel,Kadokawa Shoten,Romance,AIC,12.0,24 min per ep,R+ - Mild Nudity,6.61,30173.0,5324.0,1320.0,80.0,Unknown,Summer,2011
6077,Mirai Nikki,The Future Diary,未来日記,TV,Manga,Lantis,Supernatural,Asread,26.0,23 min per ep,R+ - Mild Nudity,7.84,648490.0,824.0,12.0,25002.0,Sundays at 23:00 (JST),Fall,2011
6079,Hayan Ma-eum Baeggu,White heart,하얀 마음 백구,TV,Unknown,,Adventure,,13.0,23 min per ep,PG-13 - Teens 13 or older,6.55,72.0,5571.0,10113.0,1.0,Unknown,Fall,2000
6114,Yasai no Yousei: N.Y.Salad,Yasai -like N.Y.salad,やさいのようせい N.Y.SALAD,TV,Unknown,,Kids,,26.0,5 min per ep,G - All Ages,5.93,30.0,13572.0,11627.0,0.0,Unknown,Spring,2007
6115,Yasai no Yousei: N.Y.Salad 2nd Series,Yasai Kosei N.Y.SALAD 2nd Series,やさいのようせい N.Y.SALAD 2ndシリーズ,TV,Unknown,,Kids,,26.0,5 min per ep,G - All Ages,6.0,27.0,13573.0,12622.0,0.0,Unknown,Spring,2008
6116,Manga Nihon Keizai Nyuumon,Introduction to Manga Japan Economy,マンガ日本経済入門,TV,Manga,TV Tokyo,Seinen,Knack Productions,25.0,25 min per ep,PG-13 - Teens 13 or older,6.13,15.0,11944.0,12858.0,0.0,Unknown,Fall,1987
6125,Boku wa Tomodachi ga Sukunai,Haganai: I don't have many friends,僕は友達が少ない,TV,Light novel,Media Factory,Comedy,AIC Build,12.0,24 min per ep,R+ - Mild Nudity,7.43,275304.0,1906.0,105.0,3388.0,Fridays at 01:55 (JST),Fall,2011
6127,Mawaru Penguindrum,Penguindrum,輪るピングドラム,TV,Original,Starchild Records,Psychological,Brain's Base,24.0,24 min per ep,R - 17+ (violence & profanity),8.02,76348.0,547.0,432.0,5797.0,Fridays at 02:10 (JST),Summer,2011
6152,Soccer Fever,Soccer fever,サッカーフィーバー,TV,Unknown,Tokyo Movie Shinsha,Historical,,51.0,28 min per ep,PG - Children,6.35,69.0,6446.0,11048.0,1.0,Fridays at 18:00 (JST),Spring,1994
6155,Kore wa Zombie Desu ka? of the Dead,Is this A Zombie? of the Dead,これはゾンビですか? OF THE DEAD,TV,Light novel,Kadokawa Shoten,Ecchi,Studio Deen,10.0,24 min per ep,R - 17+ (violence & profanity),7.69,149848.0,1135.0,319.0,693.0,Thursdays at Unknown,Spring,2012
6157,Guilty Crown,Guilty Crown,ギルティクラウン,TV,Original,Aniplex,Super Power,Production I.G,22.0,24 min per ep,R - 17+ (violence & profanity),7.71,366484.0,1092.0,53.0,15781.0,Fridays at 01:15 (JST),Fall,2011
6160,Kayoe! Chuugaku,Kayoe! Chugaku,かよえ！チュー学,TV,Original,,School,DLE,425.0,1 min per ep,None,5.94,17.0,11554.0,11477.0,1.0,Not scheduled once per week,Summer,2011
6161,UN-GO,Un-Go,UN-GO アン ゴ,TV,Novel,Dentsu,Mystery,Bones,11.0,24 min per ep,R - 17+ (violence & profanity),7.47,43868.0,1791.0,908.0,580.0,Fridays at 00:45 (JST),Fall,2011
6163,Chihayafuru,Chihayafuru,ちはやふる,TV,Manga,VAP,Josei,Madhouse,25.0,22 min per ep,PG-13 - Teens 13 or older,8.28,96438.0,267.0,353.0,4906.0,Wednesdays at Unknown,Fall,2011
6168,Mobile Suit Gundam AGE,Mobile Suit Gundam age,機動戦士ガンダムAGE,TV,Original,Sotsu,Action,Sunrise,49.0,24 min per ep,PG-13 - Teens 13 or older,6.56,9409.0,5540.0,2748.0,49.0,Unknown,Fall,2011
6169,Pucca 2,Jjajang Girl Pucca,짜장소녀 뿌까,TV,Unknown,,Action,,13.0,23 min per ep,G - All Ages,6.54,2084.0,5636.0,5779.0,1.0,Unknown,Spring,2008
6172,UFO Senshi Dai Apolon 2,UFO Warrior Diapolon II,UFO戦士ダイアポロンII,TV,Original,,Mecha,Eiken,21.0,24 min per ep,PG-13 - Teens 13 or older,6.27,44.0,13386.0,11513.0,0.0,Saturdays at 19:00 (JST),Fall,1976
6183,Double-J,Daburujii,だぶるじぇい,TV,Manga,,School,DLE,11.0,4 min per ep,PG-13 - Teens 13 or older,5.55,4119.0,8807.0,4035.0,6.0,Unknown,Summer,2011
6185,Inumarudashi,Inumaru,いぬまるだしっ,TV,Manga,indigo line,Comedy,Gathering,4.0,3 min per ep,PG-13 - Teens 13 or older,5.36,79.0,9208.0,10241.0,0.0,Unknown,Summer,2011
6190,Penguin no Mondai Max,Penguin problem MAX,ペンギンの問題 Max,TV,Unknown,TV Tokyo,Kids,Shogakukan Music & Digital Entertainment,50.0,10 min per ep,G - All Ages,6.4,25.0,12534.0,12862.0,0.0,Unknown,Spring,2010
6191,Penguin no Mondai DX?,Penguin problem DX?,ペンギンの問題DX?,TV,Unknown,Shogakukan Music & Digital Entertainment,Kids,,52.0,10 min per ep,G - All Ages,5.9,20.0,12531.0,12949.0,0.0,Unknown,Spring,2011
6195,Scan2Go,Scan2Go,스캔2고,TV,Unknown,d-rights,Shounen,SynergySP,52.0,25 min per ep,G - All Ages,6.29,473.0,6690.0,8360.0,8.0,Unknown,Summer,2010
6196,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),Ghost in the Shell: Stand Alone Complex: Tachikomatic Days,攻殻機動隊 STAND ALONE COMPLEX タチコマな日々,TV,Manga,,Sci-Fi,Production I.G,12.0,3 min per ep,PG - Children,7.4,2793.0,2053.0,4023.0,3.0,Unknown,Spring,2007
6198,Saki Achiga-hen: Episode of Side-A,Saki Episode of Side A,咲-Saki-阿知賀編 episode of side-A,TV,Manga,TV Tokyo,Game,Studio Gokumi,12.0,24 min per ep,PG-13 - Teens 13 or older,7.37,11969.0,2208.0,2446.0,115.0,Mondays at 01:05 (JST),Spring,2012
6200,Dame Oyaji,No good father,ダメおやじ,TV,Manga,TV Tokyo,Comedy,Knack Productions,26.0,25 min per ep,PG-13 - Teens 13 or older,6.04,24.0,10730.0,12252.0,0.0,Unknown,Winter,1974
6201,Jungle Kurobee,Jungle blackbe,ジャングル黒べえ,TV,Manga,Tokyo Movie Shinsha,Comedy,,31.0,25 min per ep,None,6.26,27.0,11413.0,11745.0,0.0,Fridays at 19:00 (JST),Spring,1973
6207,Kakko Kawaii Sengen! 2,Cool cute declaration!2,カッコカワイイ宣言！ 2,TV,Manga,,Comedy,,10.0,3 min per ep,PG-13 - Teens 13 or older,5.91,119.0,7948.0,10330.0,2.0,Unknown,Summer,2011
6229,Pants Pankurou,Pants Pankuro,パンツぱんくろう,TV,Unknown,NHK,Kids,,85.0,1 min per ep,G - All Ages,6.06,16.0,12501.0,13506.0,0.0,Unknown,Spring,2004
6231,High Score,High Score [High Score],HIGH SCORE [ハイスコア],TV,4-koma manga,,School,DLE,8.0,3 min per ep,PG-13 - Teens 13 or older,5.7,3007.0,8483.0,4930.0,4.0,Unknown,Fall,2011
6233,Kagaku Bouken-tai Tansar 5,Scientific Adventure Corps Tancer 5,科学冒険隊タンサー5,TV,Unknown,,Mystery,Sunrise,34.0,24 min per ep,PG-13 - Teens 13 or older,6.22,23.0,11443.0,12256.0,0.0,Unknown,Summer,1979
6237,Stray Sheep: Poe no Chicchana Daibouken,A small adventure of a stresseppo,ストレイシープ ポーのちっちゃな大冒険,TV,Unknown,Robot Communications,Kids,,12.0,2 min per ep,PG - Children,5.81,32.0,13080.0,12333.0,0.0,Unknown,Fall,2001
6238,Ganbare!! Nattou-san,Good luck !!,頑張れ!!納父さん,TV,Unknown,,Comedy,Kachidoki Studio,4.0,5 min per ep,G - All Ages,5.69,13.0,10948.0,12817.0,1.0,Unknown,Summer,2011
6239,Fujilog 2nd Season,Fuji Log 2nd season,フジログ 第2シーズン,TV,Unknown,,Comedy,,13.0,4 min per ep,PG-13 - Teens 13 or older,5.56,39.0,10883.0,11769.0,0.0,Unknown,Fall,2011
6244,Inu x Boku SS,Inu X Boku Secret Service,妖狐×僕SS,TV,Manga,Aniplex,Shounen,David Production,12.0,24 min per ep,PG-13 - Teens 13 or older,7.61,148219.0,1342.0,254.0,2932.0,Fridays at Unknown,Winter,2012
6245,Battle Spirits: Heroes,Battle Spirits Hao (Heroes),バトルスピリッツ 覇王（ヒーローズ）,TV,Card game,Nagoya Broadcasting Network,Game,Sunrise,50.0,24 min per ep,PG - Children,6.48,287.0,5857.0,8426.0,1.0,Unknown,Fall,2011
6247,Muv-Luv Alternative: Total Eclipse,Muv-Luv Alternative: Total Eclipse,マブラヴ オルタネイティヴ トータル・イクリプス,TV,Light novel,TV Tokyo,Sci-Fi,Satelight,24.0,24 min per ep,R+ - Mild Nudity,7.16,30975.0,3046.0,1326.0,305.0,Mondays at 01:35 (JST),Summer,2012
6253,Hunter x Hunter (2011),Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,TV,Manga,VAP,Super Power,Madhouse,148.0,23 min per ep,PG-13 - Teens 13 or older,9.12,468889.0,5.0,30.0,76048.0,Sundays at 10:55 (JST),Fall,2011
6259,Kill Me Baby,Kill Me Baby,キルミーベイベー,TV,4-koma manga,Pony Canyon,School,J.C.Staff,13.0,24 min per ep,PG-13 - Teens 13 or older,6.93,30803.0,3917.0,1216.0,347.0,Unknown,Winter,2012
6268,Another,Another,アナザー,TV,Novel,Lantis,Horror,P.A. Works,12.0,24 min per ep,R - 17+ (violence & profanity),7.73,511956.0,1029.0,29.0,12218.0,Unknown,Winter,2012
6270,Sekaiichi Hatsukoi 2,Sekai Ichi Hatsukoi - World's Greatest First Love 2,世界一初恋 2,TV,Manga,Lantis,Shounen Ai,Studio Deen,12.0,24 min per ep,PG-13 - Teens 13 or older,8.2,56605.0,325.0,996.0,756.0,Unknown,Fall,2011
6274,Cross Fight B-Daman,B-Daman Crossfire,クロスファイト ビーダマン,TV,Unknown,TV Tokyo Music,Kids,SynergySP,52.0,14 min per ep,G - All Ages,6.59,1181.0,5384.0,6431.0,16.0,Unknown,Fall,2011
6275,Papa no Iukoto wo Kikinasai!,"Listen to Me, Girls. I Am Your Father!",パパのいうことを聞きなさい！,TV,Light novel,Starchild Records,Romance,feel.,12.0,23 min per ep,PG-13 - Teens 13 or older,7.43,71785.0,1926.0,729.0,537.0,Wednesdays at 01:30 (JST),Winter,2012
6277,Kuma no Puutarou,Bear Poo Taro,クマのプー太郎,TV,Unknown,,Comedy,Studio Deen,30.0,24 min per ep,None,6.26,19.0,11761.0,13221.0,0.0,Wednesdays at 19:30 (JST),Spring,1995
6278,Hero Hero-kun,Herohero -kun,へろへろくん,TV,Manga,Public & Basic,Game,Studio Flag,104.0,5 min per ep,PG - Children,6.13,32.0,11179.0,12391.0,1.0,Unknown,Spring,2000
6280,Hoshi no Ko Poron,Hoshinoko Polong,星の子ポロン,TV,Unknown,,Sci-Fi,,260.0,5 min per ep,PG - Children,6.2,40.0,11252.0,11433.0,0.0,Unknown,Winter,1974
6282,Rinne no Lagrange,Lagrange: The Flower of Rin-ne,輪廻のラグランジェ,TV,Original,Production I.G,Mecha,Xebec,12.0,23 min per ep,PG-13 - Teens 13 or older,6.98,18825.0,3747.0,1676.0,96.0,Sundays at 22:00 (JST),Winter,2012
6283,Amagami SS+ Plus,Amagami SS+ plus,アマガミSS+ plus,TV,Visual novel,TBS,Romance,AIC,13.0,24 min per ep,PG-13 - Teens 13 or older,7.55,57904.0,1506.0,949.0,287.0,Unknown,Winter,2012
6285,Hidamari Sketch x Honeycomb,Hidamari Sketch x Honeycomb,ひだまりスケッチ×ハニカム,TV,4-koma manga,Aniplex,Seinen,Shaft,12.0,24 min per ep,PG-13 - Teens 13 or older,7.95,6997.0,631.0,3242.0,110.0,Unknown,Fall,2012
6286,Brave 10,Brave 10,ブレイブ・テン,TV,Manga,Media Factory,Seinen,TMS Entertainment,12.0,24 min per ep,R - 17+ (violence & profanity),6.9,52605.0,4002.0,915.0,252.0,Sundays at Unknown,Winter,2012
6287,Manga Nihonshi,Manga Japanese history,まんが日本史,TV,Unknown,VAP,Historical,,52.0,24 min per ep,None,6.29,28.0,11945.0,11895.0,0.0,Unknown,Spring,1983
6290,Ganso Tensai Bakabon,Original genius Bakabon,元祖天才バカボン,TV,Unknown,Tokyo Movie Shinsha,Slice of Life,,103.0,14 min per ep,G - All Ages,6.47,107.0,5916.0,10199.0,1.0,Unknown,Fall,1975
6292,Akadou Suzunosuke,Red Zennosuke,赤胴鈴之助,TV,Unknown,Tokyo Movie Shinsha,Historical,,52.0,24 min per ep,PG-13 - Teens 13 or older,5.87,65.0,8052.0,10647.0,1.0,Wednesdays at 19:00 (JST),Spring,1972
6294,Black★Rock Shooter (TV),Black Rock Shooter,ブラック★ロックシューター,TV,Other,Aniplex,School,Ordet,8.0,23 min per ep,PG-13 - Teens 13 or older,6.97,131093.0,3759.0,309.0,1946.0,Fridays at 00:45 (JST),Winter,2012
6297,Zero no Tsukaima F,The Familiar of Zero F,ゼロの使い魔F,TV,Light novel,Cospa,Magic,J.C.Staff,12.0,24 min per ep,PG-13 - Teens 13 or older,7.69,151375.0,1146.0,323.0,1055.0,Unknown,Winter,2012
6300,Tantei Opera Milky Holmes Dai 2 Maku,Detective Opera Milky Holmes 2,探偵オペラ ミルキィホームズ 第2幕,TV,Card game,Sotsu,Super Power,J.C.Staff,12.0,24 min per ep,PG-13 - Teens 13 or older,7.27,6067.0,2598.0,3421.0,57.0,Unknown,Winter,2012
6305,Shin Tennis no Ouji-sama,The Prince of Tennis II,新テニスの王子様,TV,Manga,TV Tokyo,Comedy,Production I.G,13.0,23 min per ep,PG-13 - Teens 13 or older,7.64,20286.0,1271.0,1959.0,206.0,Unknown,Winter,2012
6307,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,Digimon Fusion,デジモンクロスウォーズ 時を駆ける少年ハンターたち,TV,Original,TV Asahi,Comedy,Toei Animation,25.0,25 min per ep,PG - Children,6.59,7653.0,5388.0,3207.0,21.0,Sundays at 06:30 (JST),Fall,2011
6309,Skyers 5,Skyllustration 5,スカイヤーズ5,TV,Unknown,Tele-Cartoon Japan,Action,,12.0,24 min per ep,G - All Ages,6.13,30.0,12960.0,11876.0,0.0,Unknown,Fall,1967
6311,Iruka to Shounen,Dolphin and boy,イルカと少年,TV,Unknown,,Adventure,Eiken,13.0,15 min per ep,PG - Children,4.92,38.0,11349.0,12255.0,0.0,Unknown,Summer,1975
6312,Ano Natsu de Matteru,Waiting in the Summer,あの夏で待ってる,TV,Original,Geneon Universal Entertainment,Comedy,J.C.Staff,12.0,23 min per ep,PG-13 - Teens 13 or older,7.62,116040.0,1304.0,351.0,1663.0,Tuesdays at 01:30 (JST),Winter,2012
6316,Chibi☆Devi!,Chibi ☆ Devi!,ちび☆デビ！,TV,Manga,Shogakukan Productions,Fantasy,SynergySP,75.0,5 min per ep,PG - Children,6.85,3106.0,4198.0,3912.0,45.0,Unknown,Fall,2011
6323,Recorder to Randoseru Do♪,Recorder and Randsell,リコーダーとランドセル　ド♪,TV,4-koma manga,Takeshobo,Comedy,Seven,13.0,3 min per ep,PG-13 - Teens 13 or older,6.76,18881.0,4640.0,2024.0,20.0,Unknown,Winter,2012
6324,Sore Ike! Zukkoke Sannin-gumi,Soreike! Zukkoke trio,それいけ! ズッコケ三人組,TV,Novel,TV Tokyo,Kids,Nippon Animation,26.0,25 min per ep,PG - Children,6.55,20.0,13052.0,12826.0,0.0,Unknown,Spring,2004
6325,Sankarea,Sankarea: Undying Love,さんかれあ,TV,Manga,Lantis,Ecchi,Studio Deen,12.0,24 min per ep,R+ - Mild Nudity,7.47,180125.0,1781.0,208.0,1649.0,Fridays at 01:55 (JST),Spring,2012
6331,Mamimume★Mogacho,Mamimume ★ Mochi,まみむめ★もがちょ,TV,Unknown,TV Tokyo,Kids,,13.0,25 min per ep,PG - Children,5.68,22.0,11926.0,12782.0,0.0,Unknown,Summer,2001
